loyalty_number,country,province,city,postal code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_date,cancellation_date
400486,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,51573.0,Single,Nova,6005.21,Standard,2015-06-01,
878653,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,51573.0,Single,Nova,6005.21,Standard,2015-10-01,
323154,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,81333.0,Single,Nova,6005.85,Standard,2016-03-01,
466795,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Master,81333.0,Single,Nova,6005.85,Standard,2013-12-01,
657730,Canada,Quebec,Hull,J8Y 3Z5,Male,Master,81333.0,Single,Nova,6005.85,Standard,2013-11-01,2017-10-01
683288,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,81333.0,Single,Nova,6005.85,Standard,2014-12-01,2018-02-01
686220,Canada,Quebec,Quebec City,G1B 3L5,Female,Master,81333.0,Single,Nova,6005.85,Standard,2012-11-01,
831442,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Master,81333.0,Single,Nova,6005.85,Standard,2014-07-01,
582166,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,60797.0,Divorced,Nova,6006.44,Standard,2015-04-01,2015-09-01
424585,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Nova,6006.96,Standard,2014-03-01,2017-02-01
469075,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,6006.96,Standard,2013-07-01,
723715,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63769.0,Married,Nova,6008.18,Standard,2018-07-01,
249352,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,72217.0,Married,Nova,6013.74,Standard,2015-09-01,
372824,Canada,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,72217.0,Married,Nova,6013.74,Standard,2016-12-01,
840184,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,81116.0,Divorced,Star,3386.19,2018 Promotion,2018-04-01,
128950,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,68157.0,Single,Nova,6031.52,Standard,2014-01-01,
178461,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Nova,6033.22,Standard,2015-10-01,2018-08-01
678967,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,53557.0,Married,Nova,6035.09,Standard,2016-06-01,
854831,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,53557.0,Married,Nova,6035.09,Standard,2017-11-01,
407798,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,50858.0,Divorced,Nova,6042.91,Standard,2014-06-01,
457552,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,46831.0,Married,Nova,6047.03,Standard,2018-10-01,
844834,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,43185.0,Married,Star,3690.7,2018 Promotion,2018-03-01,
552823,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,,Single,Nova,6051.8,Standard,2014-09-01,
906826,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Nova,6051.8,Standard,2016-02-01,
817744,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,138073.0,Married,Nova,6054.49,Standard,2014-09-01,
163615,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,126642.0,Married,Nova,6057.07,Standard,2014-06-01,
399065,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,126642.0,Married,Nova,6057.07,Standard,2012-05-01,
612488,Canada,Ontario,Ottawa,K1F 2R2,Male,Master,126642.0,Married,Nova,6057.07,Standard,2015-12-01,
644893,Canada,Ontario,Toronto,P5S 6R4,Female,Master,126642.0,Married,Nova,6057.07,Standard,2017-05-01,2018-01-01
940523,Canada,New Brunswick,Moncton,E1A 2A7,Female,Master,126642.0,Married,Nova,6057.07,Standard,2013-04-01,2015-10-01
627670,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,55781.0,Married,Nova,6066.12,Standard,2017-01-01,
712220,Canada,British Columbia,Victoria,V10 6T5,Female,Master,108785.0,Divorced,Nova,6073.24,Standard,2018-10-01,
723061,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,6081.05,Standard,2015-07-01,
621218,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,64625.0,Single,Nova,6085.3,Standard,2015-09-01,
265072,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Master,81845.0,Divorced,Nova,6086.43,Standard,2012-05-01,
402638,Canada,Quebec,Montreal,H2T 9K8,Female,Master,81845.0,Divorced,Nova,6086.43,Standard,2017-10-01,
960913,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,86244.0,Married,Nova,6098.46,Standard,2016-01-01,
899734,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,63225.0,Married,Nova,6102.31,Standard,2016-03-01,2016-11-01
796347,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,156945.0,Married,Nova,6104.5,Standard,2016-10-01,
688178,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,77608.0,Married,Nova,6104.85,Standard,2016-05-01,
761600,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Nova,6105.8,Standard,2018-07-01,
237293,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,6109.14,Standard,2013-06-01,
880406,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,6109.14,Standard,2016-11-01,
245356,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Nova,6113.87,Standard,2016-06-01,
362736,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Nova,6113.87,Standard,2012-10-01,
459971,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Single,Nova,6117.03,Standard,2016-06-01,
994541,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68380.0,Married,Nova,6120.19,Standard,2013-09-01,
517533,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,51508.0,Married,Nova,6121.11,Standard,2016-01-01,
667041,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,98334.0,Married,Nova,6131.66,Standard,2014-03-01,
968090,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,64012.0,Divorced,Nova,6134.39,Standard,2013-09-01,
897545,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,6141.96,Standard,2018-05-01,
314441,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,64859.0,Married,Nova,6143.9,Standard,2013-05-01,2016-04-01
866362,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,89586.0,Divorced,Nova,6156.36,Standard,2018-12-01,
387584,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,6158.85,Standard,2013-10-01,
266429,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,90879.0,Married,Nova,6162.2,Standard,2016-04-01,2017-10-01
384328,Canada,Alberta,Edmonton,T3G 6Y6,Female,College,,Single,Nova,6165.56,Standard,2017-03-01,
590393,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,76459.0,Married,Nova,6165.86,Standard,2018-10-01,
615989,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51875.0,Married,Nova,6167.85,Standard,2017-03-01,
351238,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,68149.0,Married,Nova,6176.7,Standard,2014-11-01,
396726,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Nova,6179.7,Standard,2017-03-01,
795174,Canada,Alberta,Edmonton,T3G 6Y6,Male,Doctor,220552.0,Single,Nova,6183.11,Standard,2018-12-01,
266326,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58589.0,Married,Nova,6183.19,Standard,2018-11-01,
553973,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,47288.0,Divorced,Nova,6185.34,Standard,2014-08-01,
512179,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,96575.0,Divorced,Nova,6186.5,Standard,2013-09-01,
407032,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Nova,6187.35,Standard,2015-10-01,
151030,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,17166.0,Married,Star,3847.35,2018 Promotion,2018-02-01,
434888,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61434.0,Married,Nova,6188.38,Standard,2014-05-01,
206332,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,6189.12,Standard,2014-10-01,2015-06-01
779082,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,93211.0,Married,Star,4508.86,2018 Promotion,2018-04-01,
172348,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,75463.0,Married,Nova,6189.99,Standard,2017-04-01,
112842,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Nova,6217.26,Standard,2016-11-01,
505204,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,69917.0,Married,Nova,6218.66,Standard,2015-04-01,
491404,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Nova,6220.77,Standard,2017-07-01,
390562,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,86254.0,Single,Nova,6222.21,Standard,2018-07-01,
493894,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,86254.0,Single,Nova,6222.21,Standard,2013-08-01,
527244,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Nova,6227.37,Standard,2017-12-01,
349730,Canada,Ontario,Toronto,M2P 4F6,Male,Doctor,279093.0,Single,Nova,6232.69,Standard,2014-07-01,
397533,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Nova,6234.31,Standard,2012-08-01,
767058,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Nova,6234.31,Standard,2017-07-01,
458939,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Nova,6239.26,Standard,2016-12-01,
244538,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Nova,6240.66,Standard,2016-07-01,
681270,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,74153.0,Divorced,Nova,6243.14,Standard,2014-05-01,
140077,Canada,Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,27588.0,Single,Star,4770.55,2018 Promotion,2018-03-01,
206680,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Married,Nova,6265.34,Standard,2013-03-01,
475550,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Married,Nova,6265.34,Standard,2015-04-01,
702257,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Married,Nova,6265.34,Standard,2013-06-01,
921357,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,6265.34,Standard,2012-08-01,
941621,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Nova,6265.34,Standard,2017-06-01,2018-02-01
180321,Canada,Quebec,Montreal,H3T 8L4,Female,College,,Single,Nova,6269.14,Standard,2017-10-01,
489856,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,67721.0,Married,Star,7851.58,2018 Promotion,2018-04-01,
445632,Canada,Ontario,London,M5B 3E4,Female,Bachelor,101335.0,Single,Nova,6271.32,Standard,2014-07-01,
658175,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,88012.0,Divorced,Nova,6272.42,Standard,2017-07-01,
568814,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,47153.0,Married,Nova,6273.17,Standard,2016-08-01,
692275,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Master,97497.0,Divorced,Nova,6273.91,Standard,2017-08-01,
380255,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,46714.0,Single,Nova,6274.45,Standard,2016-08-01,
936860,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Single,Nova,6277.01,Standard,2015-11-01,2016-05-01
463490,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Nova,6282.32,Standard,2014-04-01,
827334,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Nova,6285.31,Standard,2017-02-01,
274107,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,61670.0,Married,Nova,6289.8,Standard,2015-07-01,2016-03-01
506170,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Nova,6291.59,Standard,2013-01-01,
874842,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,51354.0,Married,Nova,6292.74,Standard,2017-09-01,
552546,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,65150.0,Single,Nova,6293.96,Standard,2015-06-01,2016-02-01
519276,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,80501.0,Single,Nova,6300.44,Standard,2016-07-01,
560713,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Nova,6305.93,Standard,2013-12-01,
723672,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,6305.93,Standard,2015-11-01,
438299,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,47542.0,Married,Nova,6308.92,Standard,2017-04-01,
122519,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,49927.0,Married,Star,30081.37,2018 Promotion,2018-03-01,
231090,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,90359.0,Married,Nova,6310.4,Standard,2014-11-01,
236874,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,71720.0,Married,Nova,6314.58,Standard,2013-05-01,2018-09-01
504311,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,71720.0,Married,Nova,6314.58,Standard,2012-10-01,
289693,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Married,Nova,6314.6,Standard,2018-07-01,
775185,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Nova,6314.6,Standard,2015-04-01,
206366,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,46991.0,Divorced,Nova,6317.37,Standard,2015-10-01,
197973,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Divorced,Nova,6326.68,Standard,2018-01-01,
576354,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Nova,6331.34,Standard,2012-05-01,
590025,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Nova,6331.34,Standard,2017-12-01,
827819,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,84400.0,Divorced,Nova,6333.03,Standard,2015-03-01,
447943,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,95340.0,Single,Nova,6342.47,Standard,2017-04-01,
595334,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,62830.0,Married,Nova,6347.5,Standard,2018-07-01,
358039,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,6358.25,Standard,2018-06-01,
508923,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,62051.0,Married,Nova,6360.65,Standard,2012-10-01,
649404,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Nova,6361.95,Standard,2014-09-01,2015-05-01
177677,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,64373.0,Married,Nova,6366.23,Standard,2016-02-01,2016-10-01
751616,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,264638.0,Married,Star,3954.34,2018 Promotion,2018-04-01,
565351,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,64373.0,Married,Nova,6366.23,Standard,2013-09-01,
969219,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,64373.0,Married,Nova,6366.23,Standard,2018-08-01,
541008,Canada,Ontario,London,M5B 3E4,Male,Bachelor,59783.0,Divorced,Star,3963.4,2018 Promotion,2018-04-01,
312226,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,57150.0,Single,Nova,6369.26,Standard,2017-10-01,
624980,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57150.0,Single,Nova,6369.26,Standard,2015-11-01,
785738,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,57150.0,Single,Nova,6369.26,Standard,2016-04-01,
898438,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,49320.0,Married,Nova,6371.32,Standard,2013-03-01,
229308,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,52275.0,Divorced,Nova,6376.75,Standard,2016-09-01,2016-12-01
605874,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,81579.0,Married,Nova,6383.48,Standard,2017-11-01,
929282,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Nova,6383.61,Standard,2017-06-01,
424688,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49286.0,Single,Nova,6386.28,Standard,2016-03-01,
965688,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,49286.0,Single,Nova,6386.28,Standard,2015-09-01,
140823,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,51251.0,Divorced,Nova,6388.21,Standard,2016-08-01,
795486,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Nova,6393.87,Standard,2015-08-01,
920145,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,52465.0,Married,Nova,6403.58,Standard,2017-05-01,
939333,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,52465.0,Married,Nova,6403.58,Standard,2018-12-01,
711363,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Star,4064.11,2018 Promotion,2018-04-01,2018-12-01
735171,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,77062.0,Married,Nova,6410.97,Standard,2014-06-01,2015-02-01
839579,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,66742.0,Divorced,Nova,6411.68,Standard,2017-10-01,
760158,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,21623.0,Divorced,Star,4076.63,2018 Promotion,2018-02-01,
280879,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,66041.0,Divorced,Nova,6418.25,Standard,2017-05-01,
304117,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Nova,6418.85,Standard,2015-02-01,
520202,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,62836.0,Married,Nova,6431.74,Standard,2017-11-01,
242377,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,4221.31,2018 Promotion,2018-04-01,
972121,Canada,Quebec,Montreal,H2Y 2W2,Female,High School or Below,59842.0,Married,Nova,6439.0,Standard,2016-02-01,
907636,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,6439.33,Standard,2012-07-01,
885497,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,4313.34,2018 Promotion,2018-03-01,
962278,Canada,Ontario,Toronto,P1L 8X8,Male,Doctor,240202.0,Married,Star,4318.43,2018 Promotion,2018-04-01,
378920,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,63722.0,Married,Nova,6446.92,Standard,2014-11-01,2018-10-01
635616,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,54486.0,Married,Nova,6451.26,Standard,2013-08-01,
559879,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,59382.0,Married,Nova,6457.56,Standard,2013-07-01,
555831,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,48909.0,Married,Nova,6459.64,Standard,2017-06-01,2018-02-01
923201,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,48909.0,Married,Nova,6459.64,Standard,2015-07-01,
661708,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Nova,6462.22,Standard,2017-11-01,
134397,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,67497.0,Married,Nova,6470.54,Standard,2014-12-01,
326988,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,95723.0,Single,Nova,6486.11,Standard,2017-04-01,
788354,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,101441.0,Divorced,Nova,6488.9,Standard,2014-06-01,
324125,Canada,Ontario,Toronto,M2Z 4K1,Male,High School or Below,50200.0,Married,Nova,6494.24,Standard,2018-07-01,
489221,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,50200.0,Married,Nova,6494.24,Standard,2012-12-01,
891696,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,97241.0,Married,Nova,6496.2,Standard,2015-07-01,
475123,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Nova,6500.41,Standard,2013-05-01,
781052,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Nova,6503.14,Standard,2014-12-01,
273478,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,199894.0,Married,Nova,6503.4,Standard,2016-08-01,
666702,Canada,Ontario,Toronto,M2Z 4K1,Female,Doctor,199894.0,Married,Nova,6503.4,Standard,2017-04-01,2017-12-01
834523,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,199894.0,Married,Nova,6503.4,Standard,2012-06-01,
951624,Canada,Ontario,Toronto,P1J 8T7,Male,Doctor,199894.0,Married,Nova,6503.4,Standard,2015-03-01,
709479,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Nova,6507.75,Standard,2014-08-01,2017-09-01
943553,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Nova,6507.75,Standard,2014-11-01,
106839,Canada,Ontario,London,M5B 3E4,Male,Bachelor,63081.0,Married,Nova,6511.47,Standard,2014-07-01,
326418,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,68521.0,Married,Nova,6513.61,Standard,2014-07-01,
723820,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88350.0,Divorced,Nova,6514.43,Standard,2017-09-01,
446302,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Nova,6514.95,Standard,2015-03-01,
275209,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,66488.0,Married,Nova,6515.03,Standard,2014-11-01,
129976,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,60295.0,Married,Nova,6519.29,Standard,2016-06-01,
197096,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,60295.0,Married,Nova,6519.29,Standard,2013-07-01,
160707,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,100487.0,Married,Nova,6520.82,Standard,2013-10-01,
340604,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,85038.0,Married,Nova,6521.37,Standard,2012-11-01,
502784,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,85038.0,Married,Nova,6521.37,Standard,2018-08-01,
974209,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,85038.0,Married,Nova,6521.37,Standard,2012-05-01,
244611,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,64381.0,Married,Nova,6529.91,Standard,2016-09-01,
931244,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,50141.0,Married,Nova,6532.01,Standard,2012-06-01,
778590,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Nova,6535.56,Standard,2013-01-01,
669810,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Doctor,188179.0,Divorced,Nova,6540.2,Standard,2012-10-01,
485705,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,73022.0,Married,Nova,6552.4,Standard,2018-12-01,
400265,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Nova,6553.94,Standard,2016-12-01,
575070,Canada,Ontario,Toronto,M1R 4K3,Male,Doctor,239677.0,Single,Nova,6554.22,Standard,2015-06-01,
734838,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,197007.0,Married,Nova,6555.36,Standard,2014-11-01,2018-02-01
371159,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,6559.35,Standard,2014-12-01,
876254,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Nova,6560.82,Standard,2017-03-01,
252563,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,247960.0,Married,Nova,6568.76,Standard,2016-07-01,2017-03-01
233738,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Nova,6582.45,Standard,2013-10-01,
420008,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,6583.21,Standard,2013-05-01,
494536,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Single,Nova,6583.21,Standard,2017-03-01,
132935,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Nova,6595.1,Standard,2013-03-01,
175832,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58293.0,Married,Nova,6599.08,Standard,2014-07-01,2016-05-01
501602,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Single,Nova,6600.48,Standard,2015-11-01,
438869,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,49187.0,Married,Nova,6610.05,Standard,2012-12-01,
493350,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,49187.0,Married,Nova,6610.05,Standard,2017-04-01,
800878,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,52975.0,Single,Nova,6612.62,Standard,2017-01-01,
749112,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Nova,6613.97,Standard,2018-06-01,
966372,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Nova,6617.14,Standard,2013-12-01,
270969,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,60347.0,Married,Nova,6618.02,Standard,2018-06-01,
885723,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50255.0,Single,Nova,6620.44,Standard,2013-12-01,
372237,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Nova,6624.61,Standard,2013-08-01,
116207,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,62245.0,Married,Nova,6625.29,Standard,2017-01-01,2017-09-01
152014,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62245.0,Married,Nova,6625.29,Standard,2016-04-01,
236794,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Nova,6625.47,Standard,2018-12-01,
851370,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Nova,6625.47,Standard,2018-06-01,
172610,Canada,Ontario,London,M5B 3E4,Female,Master,56414.0,Divorced,Star,4458.11,2018 Promotion,2018-02-01,
769602,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,98314.0,Married,Nova,6627.17,Standard,2015-11-01,2016-07-01
874184,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Divorced,Nova,6630.84,Standard,2014-02-01,
805110,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,4463.0,2018 Promotion,2018-02-01,
420890,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,21853.0,Single,Star,4525.37,2018 Promotion,2018-03-01,
269297,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,47702.0,Married,Nova,6638.12,Standard,2014-04-01,
414757,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,47379.0,Married,Nova,6645.93,Standard,2014-07-01,
300945,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,102020.0,Married,Nova,6646.75,Standard,2018-07-01,
115749,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,104712.0,Married,Nova,6650.82,Standard,2018-06-01,
325382,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Nova,6656.71,Standard,2014-05-01,
